antecedent,consequent,support,confidence,lift
{18},"{14,34,6,48}",0.109,0.154,1.128
{18},"{34,6,48}",0.135,0.192,1.086
{18},"{30,6,48}",0.118,0.168,1.088
{18},"{19,6,48}",0.115,0.164,1.081
{18},"{1,48}",0.194,0.275,1.080
{18},"{14,1,48}",0.153,0.218,1.115
{18},"{14,34,1,48}",0.113,0.160,1.142
{18},"{34,1,48}",0.140,0.199,1.113
{18},"{30,1,48}",0.115,0.163,1.036
{18},"{19,1,48}",0.115,0.163,1.105
{18},"{6,1,48}",0.109,0.155,1.096
{18},"{16,48}",0.184,0.260,1.050
{18},"{14,16,48}",0.147,0.208,1.082
{18},"{14,34,16,48}",0.102,0.145,1.100
{18},"{34,16,48}",0.125,0.177,1.077
{18},"{30,16,48}",0.107,0.152,1.028
{18},"{19,16,48}",0.108,0.153,1.076
{18},"{1,16,48}",0.105,0.149,1.082
{18},"{6,16,48}",0.106,0.150,1.094
{18},"{14,32}",0.231,0.327,1.093
{18},"{34,32}",0.209,0.297,1.070
{18},"{14,34,32}",0.164,0.233,1.115
{18},"{30,32}",0.176,0.250,1.022
{18},"{14,30,32}",0.140,0.199,1.064
{18},"{14,34,30,32}",0.103,0.146,1.089
{18},"{34,30,32}",0.125,0.178,1.050
{18},"{19,32}",0.176,0.249,1.104
{18},"{14,19,32}",0.137,0.194,1.149
{18},"{34,19,32}",0.126,0.178,1.126
{18},"{30,19,32}",0.107,0.152,1.103
{18},"{6,32}",0.176,0.250,1.067
{18},"{14,6,32}",0.134,0.191,1.106
{18},"{34,6,32}",0.124,0.177,1.102
{18},"{30,6,32}",0.105,0.149,1.034
{18},"{19,6,32}",0.105,0.149,1.128
{18},"{1,32}",0.176,0.249,1.106
{18},"{14,1,32}",0.134,0.190,1.147
{18},"{14,34,1,32}",0.103,0.147,1.173
{18},"{34,1,32}",0.130,0.184,1.131
{18},"{30,1,32}",0.106,0.150,1.060
{18},"{19,1,32}",0.102,0.145,1.148
{18},"{6,1,32}",0.105,0.149,1.131
{18},"{48,32}",0.152,0.215,1.053
{18},"{14,48,32}",0.120,0.170,1.112
{18},"{34,48,32}",0.107,0.152,1.082
{18},"{16,32}",0.167,0.237,1.059
{18},"{14,16,32}",0.127,0.180,1.090
{18},"{34,16,32}",0.115,0.163,1.082
{18},"{14,26}",0.232,0.329,1.079
{18},"{34,26}",0.203,0.287,1.066
{18},"{14,34,26}",0.163,0.232,1.123
{18},"{30,26}",0.179,0.254,1.037
{18},"{14,30,26}",0.145,0.205,1.095
{18},"{14,34,30,26}",0.105,0.149,1.148
{18},"{34,30,26}",0.125,0.178,1.088
{18},"{6,26}",0.164,0.233,1.051
{18},"{14,6,26}",0.128,0.182,1.089
{18},"{34,6,26}",0.113,0.160,1.078
{18},"{16,26}",0.167,0.237,1.069
{18},"{14,16,26}",0.134,0.190,1.107
{18},"{34,16,26}",0.116,0.164,1.104
{18},"{19,26}",0.176,0.249,1.070
{18},"{14,19,26}",0.139,0.197,1.122
{18},"{14,34,19,26}",0.100,0.142,1.156
{18},"{34,19,26}",0.122,0.173,1.112
{18},"{30,19,26}",0.107,0.152,1.090
{18},"{1,26}",0.165,0.234,1.075
{18},"{14,1,26}",0.131,0.186,1.124
{18},"{34,1,26}",0.117,0.166,1.111
{18},"{30,1,26}",0.102,0.144,1.060
{18},"{48,26}",0.152,0.216,1.053
{18},"{14,48,26}",0.120,0.171,1.092
{18},"{34,48,26}",0.104,0.147,1.086
{18},"{32,26}",0.128,0.182,1.070
{18},"{14,32,26}",0.100,0.142,1.138
{18},"{14,4}",0.220,0.312,1.079
{18},"{34,4}",0.205,0.290,1.077
{18},"{14,34,4}",0.158,0.224,1.119
{18},"{30,4}",0.173,0.245,1.013
{18},"{14,30,4}",0.138,0.195,1.063
{18},"{14,34,30,4}",0.100,0.142,1.102
{18},"{34,30,4}",0.124,0.177,1.056
{18},"{19,4}",0.173,0.246,1.076
{18},"{14,19,4}",0.136,0.193,1.114
{18},"{34,19,4}",0.123,0.175,1.086
{18},"{30,19,4}",0.105,0.149,1.069
{18},"{6,4}",0.166,0.236,1.055
{18},"{14,6,4}",0.124,0.177,1.077
{18},"{34,6,4}",0.122,0.173,1.100
{18},"{30,6,4}",0.102,0.145,1.031
{18},"{1,4}",0.163,0.232,1.086
{18},"{14,1,4}",0.125,0.177,1.115
{18},"{34,1,4}",0.120,0.170,1.112
{18},"{30,1,4}",0.102,0.145,1.036
{18},"{48,4}",0.148,0.211,1.068
{18},"{14,48,4}",0.115,0.164,1.103
{18},"{34,48,4}",0.109,0.155,1.110
{18},"{32,4}",0.127,0.180,1.067
{18},"{26,4}",0.130,0.185,1.079
{18},"{14,26,4}",0.103,0.146,1.130
{18},"{16,4}",0.153,0.218,1.066
{18},"{14,16,4}",0.118,0.168,1.097
{18},"{34,16,4}",0.110,0.156,1.095
{18},"{14,49}",0.219,0.311,1.076
{18},"{34,49}",0.188,0.266,1.051
{18},"{14,34,49}",0.150,0.212,1.106
{18},"{30,49}",0.166,0.235,1.026
{18},"{14,30,49}",0.133,0.188,1.061
{18},"{34,30,49}",0.110,0.157,1.041
{18},"{19,49}",0.169,0.239,1.092
{18},"{14,19,49}",0.134,0.190,1.114
{18},"{34,19,49}",0.115,0.164,1.091
{18},"{30,19,49}",0.105,0.150,1.085
{18},"{6,49}",0.163,0.232,1.081
{18},"{14,6,49}",0.128,0.181,1.104
{18},"{34,6,49}",0.114,0.162,1.111
{18},"{1,49}",0.154,0.219,1.067
{18},"{14,1,49}",0.120,0.171,1.104
{18},"{34,1,49}",0.106,0.150,1.082
{18},"{48,49}",0.140,0.199,1.044
{18},"{14,48,49}",0.112,0.159,1.089
{18},"{4,49}",0.118,0.168,1.056
{18},"{16,49}",0.159,0.226,1.064
{18},"{14,16,49}",0.124,0.176,1.105
{18},"{34,16,49}",0.106,0.151,1.093
{18},"{26,49}",0.123,0.175,1.067
{18},"{14,26,49}",0.101,0.143,1.110
{18},"{32,49}",0.132,0.188,1.087
{18},"{14,32,49}",0.104,0.148,1.141
{18},"{14,44}",0.212,0.301,1.064
{18},"{34,44}",0.188,0.267,1.069
{18},"{14,34,44}",0.151,0.215,1.101
{18},"{30,44}",0.158,0.224,1.036
{18},"{14,30,44}",0.128,0.182,1.072
{18},"{34,30,44}",0.109,0.154,1.073
{18},"{19,44}",0.159,0.226,1.064
{18},"{14,19,44}",0.129,0.184,1.110
{18},"{34,19,44}",0.110,0.156,1.099
{18},"{6,44}",0.153,0.217,1.055
{18},"{14,6,44}",0.119,0.169,1.090
{18},"{34,6,44}",0.107,0.151,1.104
{18},"{1,44}",0.155,0.220,1.101
{18},"{14,1,44}",0.123,0.175,1.117
{18},"{34,1,44}",0.111,0.157,1.127
{18},"{48,44}",0.136,0.193,1.036
{18},"{14,48,44}",0.111,0.157,1.085
{18},"{4,44}",0.119,0.168,1.070
{18},"{49,44}",0.108,0.154,1.075
{18},"{16,44}",0.144,0.204,1.046
{18},"{14,16,44}",0.116,0.164,1.077
{18},"{26,44}",0.119,0.169,1.080
{18},"{32,44}",0.121,0.172,1.046
{18},"{14,46}",0.215,0.305,1.094
{18},"{19,46}",0.160,0.227,1.101
{18},"{14,19,46}",0.126,0.179,1.110
{18},"{34,19,46}",0.116,0.165,1.140
{18},"{30,19,46}",0.101,0.143,1.113
{18},"{6,46}",0.165,0.234,1.109
{18},"{14,6,46}",0.125,0.178,1.137
{18},"{34,6,46}",0.120,0.170,1.139
{18},"{30,6,46}",0.102,0.145,1.099
{18},"{1,46}",0.154,0.219,1.087
{18},"{14,1,46}",0.119,0.169,1.113
{18},"{34,1,46}",0.114,0.161,1.112
{18},"{48,46}",0.146,0.208,1.094
{18},"{14,48,46}",0.115,0.163,1.124
{18},"{34,48,46}",0.102,0.145,1.117
{18},"{4,46}",0.121,0.172,1.092
{18},"{44,46}",0.112,0.159,1.108
{18},"{34,46}",0.194,0.275,1.089
{18},"{14,34,46}",0.151,0.214,1.115
{18},"{30,46}",0.170,0.240,1.064
{18},"{14,30,46}",0.136,0.193,1.102
{18},"{34,30,46}",0.117,0.167,1.085
{18},"{32,46}",0.126,0.179,1.099
{18},"{26,46}",0.122,0.173,1.079
{18},"{16,46}",0.148,0.211,1.072
{18},"{14,16,46}",0.116,0.165,1.086
{18},"{34,16,46}",0.104,0.147,1.097
{18},"{49,46}",0.114,0.162,1.085
{18},"{14,12}",0.216,0.306,1.096
{18},"{19,12}",0.161,0.229,1.124
{18},"{14,19,12}",0.132,0.187,1.150
{18},"{34,19,12}",0.114,0.162,1.175
{18},"{30,19,12}",0.103,0.146,1.147
{18},"{6,12}",0.151,0.215,1.063
{18},"{14,6,12}",0.118,0.168,1.085
{18},"{34,6,12}",0.104,0.148,1.099
{18},"{1,12}",0.157,0.223,1.108
{18},"{14,1,12}",0.124,0.176,1.132
{18},"{34,1,12}",0.115,0.164,1.163
{18},"{48,12}",0.140,0.199,1.096
{18},"{14,48,12}",0.113,0.160,1.139
{18},"{4,12}",0.122,0.174,1.117
{18},"{44,12}",0.105,0.149,1.053
{18},"{46,12}",0.115,0.164,1.120
{18},"{34,12}",0.187,0.265,1.118
{18},"{14,34,12}",0.152,0.216,1.147
{18},"{30,12}",0.163,0.231,1.077
{18},"{14,30,12}",0.133,0.189,1.115
{18},"{34,30,12}",0.115,0.163,1.151
{18},"{26,12}",0.114,0.161,1.054
{18},"{16,12}",0.152,0.216,1.077
{18},"{14,16,12}",0.124,0.176,1.104
{18},"{34,16,12}",0.108,0.154,1.133
{18},"{49,12}",0.110,0.157,1.094
{18},"{32,12}",0.114,0.162,1.096
{18},"{14,28}",0.192,0.273,1.062
{18},"{34,28}",0.169,0.240,1.044
{18},"{14,34,28}",0.136,0.193,1.082
{18},"{30,28}",0.140,0.199,1.013
{18},"{14,30,28}",0.118,0.167,1.084
{18},"{34,30,28}",0.100,0.142,1.056
{18},"{19,28}",0.141,0.200,1.052
{18},"{14,19,28}",0.113,0.160,1.093
{18},"{6,28}",0.143,0.203,1.040
{18},"{14,6,28}",0.113,0.161,1.079
{18},"{1,28}",0.142,0.202,1.069
{18},"{14,1,28}",0.114,0.162,1.110
{18},"{34,1,28}",0.101,0.144,1.089
{18},"{48,28}",0.125,0.177,1.039
{18},"{4,28}",0.101,0.143,1.064
{18},"{49,28}",0.102,0.144,1.047
{18},"{32,28}",0.111,0.158,1.067
{18},"{26,28}",0.107,0.151,1.032
{18},"{12,28}",0.104,0.148,1.064
{18},"{16,28}",0.136,0.193,1.027
{18},"{14,16,28}",0.109,0.155,1.072
{18},"{14,42}",0.173,0.245,1.048
{18},"{19,42}",0.130,0.185,1.058
{18},"{14,19,42}",0.104,0.147,1.103
{18},"{6,42}",0.120,0.170,1.014
{18},"{1,42}",0.126,0.179,1.082
{18},"{14,1,42}",0.100,0.142,1.118
{18},"{48,42}",0.117,0.166,1.037
{18},"{34,42}",0.151,0.215,1.029
{18},"{14,34,42}",0.122,0.173,1.079
{18},"{30,42}",0.132,0.188,1.002
{18},"{14,30,42}",0.104,0.148,1.036
{18},"{16,42}",0.123,0.175,1.030
{18},"{14,39}",0.175,0.248,1.061
{18},"{34,39}",0.156,0.221,1.057
{18},"{14,34,39}",0.126,0.178,1.094
{18},"{30,39}",0.139,0.198,1.026
{18},"{14,30,39}",0.110,0.157,1.069
{18},"{1,39}",0.128,0.181,1.039
{18},"{48,39}",0.120,0.171,1.056
{18},"{16,39}",0.124,0.177,1.039
{18},"{19,39}",0.137,0.194,1.091
{18},"{14,19,39}",0.105,0.150,1.118
{18},"{6,39}",0.126,0.179,1.054
{18},"{14,21}",0.175,0.248,1.066
{18},"{34,21}",0.143,0.204,1.037
{18},"{14,34,21}",0.114,0.162,1.069
{18},"{30,21}",0.133,0.188,1.034
{18},"{14,30,21}",0.107,0.152,1.065
{18},"{19,21}",0.132,0.187,1.074
{18},"{14,19,21}",0.105,0.149,1.092
{18},"{6,21}",0.134,0.191,1.064
{18},"{14,6,21}",0.105,0.149,1.090
{18},"{1,21}",0.132,0.187,1.075
{18},"{14,1,21}",0.103,0.146,1.112
{18},"{48,21}",0.108,0.153,1.046
{18},"{16,21}",0.121,0.172,1.035
{18},"{14,15}",0.164,0.233,1.056
{18},"{34,15}",0.149,0.212,1.052
{18},"{14,34,15}",0.114,0.162,1.071
{18},"{30,15}",0.135,0.192,1.039
{18},"{14,30,15}",0.106,0.150,1.074
{18},"{6,15}",0.124,0.176,1.075
{18},"{16,15}",0.121,0.172,1.051
{18},"{26,15}",0.101,0.143,1.033
{18},"{19,15}",0.134,0.190,1.090
{18},"{14,19,15}",0.102,0.145,1.119
{18},"{1,15}",0.119,0.169,1.071
{18},"{48,15}",0.114,0.161,1.038
{18},"{14,0}",0.158,0.225,1.058
{18},"{34,0}",0.137,0.195,1.053
{18},"{14,34,0}",0.110,0.156,1.090
{18},"{30,0}",0.118,0.168,1.001
{18},"{19,0}",0.113,0.160,1.056
{18},"{6,0}",0.109,0.155,1.010
{18},"{1,0}",0.113,0.160,1.052
{18},"{48,0}",0.108,0.153,1.074
{18},"{16,0}",0.115,0.164,1.062
{18},"{14,11}",0.149,0.212,1.064
{18},"{34,11}",0.141,0.201,1.059
{18},"{14,34,11}",0.106,0.150,1.084
{18},"{30,11}",0.127,0.180,1.047
{18},"{19,11}",0.124,0.176,1.089
{18},"{6,11}",0.112,0.159,1.054
{18},"{1,11}",0.120,0.170,1.100
{18},"{48,11}",0.104,0.147,1.063
{18},"{16,11}",0.114,0.162,1.055
{18},"{14,29}",0.157,0.223,1.108
{18},"{34,29}",0.138,0.196,1.091
{18},"{14,34,29}",0.106,0.151,1.126
{18},"{30,29}",0.122,0.174,1.062
{18},"{19,29}",0.124,0.176,1.103
{18},"{6,29}",0.123,0.175,1.095
{18},"{1,29}",0.114,0.162,1.093
{18},"{16,29}",0.119,0.169,1.103
{18},"{48,29}",0.104,0.148,1.101
{18},"{14,2}",0.155,0.221,1.092
{18},"{19,2}",0.120,0.171,1.089
{18},"{6,2}",0.116,0.164,1.063
{18},"{1,2}",0.118,0.168,1.107
{18},"{48,2}",0.107,0.151,1.099
{18},"{34,2}",0.142,0.202,1.082
{18},"{14,34,2}",0.112,0.159,1.110
{18},"{30,2}",0.114,0.162,1.034
{18},"{16,2}",0.107,0.152,1.051
{18},"{14,20}",0.159,0.226,1.102
{18},"{34,20}",0.138,0.195,1.105
{18},"{14,34,20}",0.111,0.158,1.158
{18},"{30,20}",0.112,0.159,1.035
{18},"{19,20}",0.122,0.173,1.107
{18},"{14,19,20}",0.101,0.144,1.156
{18},"{6,20}",0.116,0.165,1.081
{18},"{1,20}",0.118,0.167,1.084
{18},"{16,20}",0.105,0.149,1.026
{18},"{14,38}",0.153,0.217,1.064
{18},"{34,38}",0.134,0.190,1.059
{18},"{14,34,38}",0.107,0.152,1.079
{18},"{30,38}",0.116,0.165,1.051
{18},"{19,38}",0.111,0.158,1.069
{18},"{6,38}",0.113,0.160,1.087
{18},"{1,38}",0.115,0.164,1.086
{18},"{16,38}",0.107,0.152,1.067
{18},"{48,38}",0.101,0.144,1.052
{18},"{14,3}",0.133,0.189,1.083
{18},"{34,3}",0.121,0.172,1.062
{18},"{30,3}",0.104,0.148,1.036
{18},"{6,3}",0.100,0.142,1.065
{18},"{19,3}",0.105,0.149,1.090
{18},"{14,37}",0.130,0.184,1.053
{18},"{34,37}",0.121,0.171,1.079
{18},"{19,37}",0.102,0.145,1.096
{18},"{14,5}",0.129,0.184,1.071
{18},"{34,5}",0.115,0.164,1.074
{18},"{14,35}",0.122,0.173,1.028
{18},"{34,35}",0.107,0.152,1.025
{18},"{14,24}",0.122,0.174,1.103
{18},"{34,24}",0.106,0.151,1.067
{18},"{14,43}",0.122,0.173,1.113
{18},"{34,43}",0.110,0.156,1.117
{18},"{14,41}",0.111,0.157,1.028
{18},"{34,41}",0.104,0.147,1.038
{18},"{14,47}",0.110,0.157,1.021
{34},{14},0.475,0.741,1.034
{34},{18},0.466,0.728,1.033
{34},{30},0.368,0.574,1.020
{34},{19},0.360,0.561,1.041
{34},{6},0.352,0.550,1.043
{34},{1},0.352,0.549,1.057
{34},{16},0.332,0.519,1.011
{34},{48},0.316,0.494,1.031
{34},{32},0.277,0.433,1.049
{34},{26},0.270,0.421,1.020
{34},{4},0.269,0.420,1.059
{34},{49},0.254,0.396,1.018
{34},{44},0.250,0.390,1.044
{34},{46},0.253,0.395,1.060
{34},{12},0.238,0.371,1.015
{34},{28},0.230,0.359,1.048
{34},{42},0.209,0.326,1.027
{34},{39},0.210,0.327,1.035
{34},{21},0.196,0.306,0.999
{34},{15},0.202,0.315,1.030
{34},{0},0.185,0.289,1.017
{34},{11},0.190,0.296,1.049
{34},{29},0.180,0.280,1.000
{34},{2},0.187,0.292,1.070
{34},{20},0.177,0.276,1.020
{34},{38},0.179,0.280,1.040
{34},{3},0.162,0.253,1.060
{34},{37},0.159,0.248,1.064
{34},{5},0.152,0.238,1.049
{34},{35},0.148,0.231,1.044
{34},{24},0.141,0.221,1.039
{34},{43},0.140,0.218,1.050
{34},{41},0.142,0.221,1.070
{34},{47},0.135,0.211,1.023
{34},{33},0.118,0.184,1.092
{34},{31},0.109,0.170,1.026
{34},{13},0.103,0.161,1.084
{34},"{14,18}",0.360,0.562,1.067
{34},"{14,30}",0.282,0.441,1.046
{34},"{18,30}",0.270,0.421,1.061
{34},"{14,18,30}",0.216,0.337,1.088
{34},"{14,19}",0.275,0.429,1.075
{34},"{18,19}",0.274,0.428,1.070
{34},"{14,18,19}",0.215,0.336,1.099
{34},"{30,19}",0.215,0.335,1.059
{34},"{14,30,19}",0.168,0.261,1.087
{34},"{14,18,30,19}",0.133,0.208,1.119
{34},"{18,30,19}",0.166,0.259,1.093
{34},"{14,6}",0.265,0.414,1.068
{34},"{18,6}",0.262,0.409,1.071
{34},"{14,18,6}",0.202,0.316,1.090
{34},"{30,6}",0.208,0.324,1.058
{34},"{14,30,6}",0.162,0.253,1.077
{34},"{14,18,30,6}",0.122,0.191,1.097
{34},"{18,30,6}",0.154,0.241,1.088
{34},"{19,6}",0.204,0.319,1.069
{34},"{14,19,6}",0.154,0.241,1.091
{34},"{14,18,19,6}",0.121,0.189,1.104
{34},"{18,19,6}",0.155,0.242,1.091
{34},"{30,19,6}",0.123,0.193,1.078
{34},"{14,1}",0.266,0.415,1.085
{34},"{18,1}",0.271,0.422,1.091
{34},"{14,18,1}",0.211,0.329,1.123
{34},"{30,1}",0.214,0.333,1.075
{34},"{14,30,1}",0.168,0.262,1.097
{34},"{14,18,30,1}",0.131,0.205,1.135
{34},"{18,30,1}",0.162,0.253,1.123
{34},"{19,1}",0.203,0.317,1.100
{34},"{14,19,1}",0.159,0.249,1.132
{34},"{14,18,19,1}",0.128,0.199,1.154
{34},"{14,30,19,1}",0.104,0.162,1.167
{34},"{18,19,1}",0.160,0.251,1.124
{34},"{30,19,1}",0.128,0.200,1.131
{34},"{6,1}",0.201,0.314,1.105
{34},"{14,6,1}",0.155,0.243,1.133
{34},"{14,18,6,1}",0.121,0.189,1.142
{34},"{18,6,1}",0.156,0.243,1.118
{34},"{30,6,1}",0.124,0.194,1.113
{34},"{19,6,1}",0.121,0.189,1.130
{34},"{14,16}",0.257,0.401,1.055
{34},"{18,16}",0.246,0.383,1.040
{34},"{14,18,16}",0.195,0.304,1.083
{34},"{30,16}",0.192,0.299,1.033
{34},"{14,30,16}",0.150,0.234,1.064
{34},"{14,18,30,16}",0.113,0.177,1.102
{34},"{18,30,16}",0.141,0.220,1.069
{34},"{6,16}",0.184,0.286,1.029
{34},"{14,6,16}",0.142,0.222,1.064
{34},"{14,18,6,16}",0.110,0.171,1.090
{34},"{18,6,16}",0.139,0.218,1.066
{34},"{30,6,16}",0.108,0.168,1.027
{34},"{19,6,16}",0.105,0.164,1.018
{34},"{19,16}",0.190,0.296,1.035
{34},"{14,19,16}",0.148,0.232,1.082
{34},"{14,18,19,16}",0.115,0.180,1.101
{34},"{18,19,16}",0.146,0.228,1.059
{34},"{30,19,16}",0.113,0.176,1.055
{34},"{1,16}",0.188,0.293,1.056
{34},"{14,1,16}",0.146,0.228,1.093
{34},"{14,18,1,16}",0.113,0.177,1.113
{34},"{18,1,16}",0.144,0.225,1.075
{34},"{30,1,16}",0.115,0.180,1.090
{34},"{19,1,16}",0.112,0.174,1.089
{34},"{6,1,16}",0.108,0.169,1.067
{34},"{14,48}",0.242,0.378,1.062
{34},"{18,48}",0.235,0.367,1.056
{34},"{14,18,48}",0.187,0.292,1.081
{34},"{30,48}",0.191,0.297,1.054
{34},"{14,30,48}",0.151,0.235,1.082
{34},"{14,18,30,48}",0.119,0.186,1.129
{34},"{18,30,48}",0.144,0.226,1.099
{34},"{19,48}",0.178,0.277,1.035
{34},"{14,19,48}",0.144,0.225,1.074
{34},"{14,18,19,48}",0.113,0.176,1.092
{34},"{18,19,48}",0.136,0.213,1.058
{34},"{30,19,48}",0.111,0.174,1.051
{34},"{6,48}",0.177,0.276,1.077
{34},"{14,6,48}",0.137,0.214,1.102
{34},"{14,18,6,48}",0.109,0.170,1.121
{34},"{18,6,48}",0.135,0.211,1.107
{34},"{30,6,48}",0.109,0.170,1.099
{34},"{19,6,48}",0.105,0.165,1.086
{34},"{1,48}",0.179,0.279,1.094
{34},"{14,1,48}",0.140,0.219,1.123
{34},"{14,18,1,48}",0.113,0.177,1.150
{34},"{18,1,48}",0.140,0.219,1.128
{34},"{30,1,48}",0.112,0.176,1.117
{34},"{19,1,48}",0.103,0.161,1.089
{34},"{6,1,48}",0.104,0.163,1.155
{34},"{16,48}",0.165,0.257,1.038
{34},"{14,16,48}",0.132,0.206,1.071
{34},"{14,18,16,48}",0.102,0.160,1.089
{34},"{18,16,48}",0.125,0.195,1.064
{34},"{30,16,48}",0.102,0.159,1.075
{34},"{14,32}",0.209,0.327,1.091
{34},"{30,32}",0.170,0.265,1.082
{34},"{14,30,32}",0.134,0.209,1.116
{34},"{14,18,30,32}",0.103,0.160,1.142
{34},"{18,30,32}",0.125,0.196,1.112
{34},"{19,32}",0.158,0.247,1.095
{34},"{14,19,32}",0.121,0.189,1.120
{34},"{18,19,32}",0.126,0.196,1.117
{34},"{6,32}",0.160,0.250,1.067
{34},"{14,6,32}",0.122,0.190,1.102
{34},"{30,6,32}",0.100,0.157,1.088
{34},"{18,6,32}",0.124,0.194,1.103
{34},"{1,32}",0.163,0.254,1.127
{34},"{14,1,32}",0.125,0.195,1.178
{34},"{30,1,32}",0.105,0.164,1.156
{34},"{14,18,1,32}",0.103,0.161,1.204
{34},"{18,1,32}",0.130,0.203,1.152
{34},"{48,32}",0.141,0.220,1.075
{34},"{14,48,32}",0.109,0.170,1.109
{34},"{18,48,32}",0.107,0.168,1.105
{34},"{18,32}",0.209,0.327,1.076
{34},"{14,18,32}",0.164,0.257,1.114
{34},"{16,32}",0.150,0.235,1.049
{34},"{14,16,32}",0.118,0.184,1.114
{34},"{18,16,32}",0.115,0.179,1.072
{34},"{14,26}",0.207,0.322,1.056
{34},"{18,26}",0.203,0.316,1.056
{34},"{14,18,26}",0.163,0.255,1.099
{34},"{30,26}",0.163,0.255,1.043
{34},"{14,30,26}",0.129,0.202,1.078
{34},"{14,18,30,26}",0.105,0.164,1.129
{34},"{18,30,26}",0.125,0.196,1.095
{34},"{6,26}",0.149,0.232,1.048
{34},"{14,6,26}",0.114,0.179,1.071
{34},"{18,6,26}",0.113,0.177,1.076
{34},"{16,26}",0.149,0.232,1.047
{34},"{14,16,26}",0.119,0.185,1.081
{34},"{18,16,26}",0.116,0.181,1.081
{34},"{19,26}",0.156,0.243,1.046
{34},"{14,19,26}",0.123,0.192,1.090
{34},"{14,18,19,26}",0.100,0.156,1.123
{34},"{18,19,26}",0.122,0.191,1.086
{34},"{1,26}",0.149,0.233,1.070
{34},"{14,1,26}",0.118,0.184,1.111
{34},"{18,1,26}",0.117,0.182,1.106
{34},"{48,26}",0.135,0.211,1.032
{34},"{14,48,26}",0.108,0.169,1.078
{34},"{18,48,26}",0.104,0.162,1.065
{34},"{32,26}",0.119,0.186,1.095
{34},"{14,4}",0.201,0.313,1.083
{34},"{18,4}",0.205,0.319,1.100
{34},"{14,18,4}",0.158,0.247,1.123
{34},"{30,4}",0.167,0.261,1.080
{34},"{14,30,4}",0.129,0.201,1.094
{34},"{14,18,30,4}",0.100,0.156,1.134
{34},"{18,30,4}",0.124,0.194,1.126
{34},"{19,4}",0.161,0.251,1.100
{34},"{14,19,4}",0.124,0.194,1.121
{34},"{18,19,4}",0.123,0.192,1.110
{34},"{30,19,4}",0.100,0.157,1.124
{34},"{6,4}",0.157,0.246,1.098
{34},"{14,6,4}",0.116,0.181,1.106
{34},"{18,6,4}",0.122,0.191,1.145
{34},"{30,6,4}",0.100,0.156,1.112
{34},"{1,4}",0.153,0.239,1.117
{34},"{14,1,4}",0.115,0.180,1.129
{34},"{18,1,4}",0.120,0.187,1.144
{34},"{30,1,4}",0.101,0.158,1.133
{34},"{48,4}",0.139,0.218,1.104
{34},"{14,48,4}",0.108,0.169,1.140
{34},"{18,48,4}",0.109,0.170,1.147
{34},"{32,4}",0.119,0.185,1.100
{34},"{26,4}",0.120,0.187,1.090
{34},"{16,4}",0.142,0.222,1.087
{34},"{14,16,4}",0.108,0.169,1.105
{34},"{18,16,4}",0.110,0.171,1.116
{34},"{14,49}",0.192,0.300,1.038
{34},"{18,49}",0.188,0.293,1.036
{34},"{14,18,49}",0.150,0.234,1.067
{34},"{30,49}",0.150,0.235,1.025
{34},"{14,30,49}",0.118,0.184,1.036
{34},"{18,30,49}",0.110,0.172,1.040
{34},"{19,49}",0.150,0.234,1.069
{34},"{14,19,49}",0.118,0.185,1.082
{34},"{18,19,49}",0.115,0.180,1.067
{34},"{6,49}",0.146,0.228,1.063
{34},"{14,6,49}",0.115,0.179,1.091
{34},"{18,6,49}",0.114,0.179,1.093
{34},"{1,49}",0.139,0.217,1.060
{34},"{14,1,49}",0.106,0.166,1.070
{34},"{18,1,49}",0.106,0.166,1.074
{34},"{48,49}",0.130,0.204,1.067
{34},"{14,48,49}",0.101,0.158,1.077
{34},"{4,49}",0.112,0.176,1.103
{34},"{16,49}",0.138,0.216,1.016
{34},"{14,16,49}",0.108,0.168,1.059
{34},"{18,16,49}",0.106,0.166,1.044
{34},"{26,49}",0.108,0.169,1.028
{34},"{32,49}",0.114,0.179,1.034
{34},"{14,44}",0.195,0.305,1.077
{34},"{18,44}",0.188,0.294,1.084
{34},"{14,18,44}",0.151,0.236,1.114
{34},"{30,44}",0.144,0.224,1.037
{34},"{14,30,44}",0.115,0.179,1.057
{34},"{18,30,44}",0.109,0.170,1.074
{34},"{19,44}",0.142,0.222,1.044
{34},"{14,19,44}",0.116,0.181,1.092
{34},"{18,19,44}",0.110,0.172,1.078
{34},"{6,44}",0.137,0.214,1.041
{34},"{14,6,44}",0.108,0.169,1.089
{34},"{18,6,44}",0.107,0.167,1.091
{34},"{1,44}",0.139,0.218,1.091
{34},"{14,1,44}",0.112,0.175,1.116
{34},"{18,1,44}",0.111,0.173,1.117
{34},"{48,44}",0.127,0.198,1.068
{34},"{14,48,44}",0.102,0.159,1.101
{34},"{4,44}",0.109,0.170,1.081
{34},"{16,44}",0.129,0.201,1.028
{34},"{14,16,44}",0.105,0.164,1.076
{34},"{26,44}",0.106,0.166,1.056
{34},"{32,44}",0.115,0.179,1.091
{34},"{14,46}",0.192,0.300,1.075
{34},"{18,46}",0.194,0.303,1.082
{34},"{14,18,46}",0.151,0.236,1.096
{34},"{19,46}",0.144,0.226,1.095
{34},"{14,19,46}",0.115,0.180,1.115
{34},"{18,19,46}",0.116,0.181,1.134
{34},"{6,46}",0.149,0.233,1.104
{34},"{14,6,46}",0.113,0.177,1.132
