antecedent,consequent,support,confidence,lift
"{14,18,26}",{16},0.134,0.576,1.123
"{14,18,26}",{48},0.120,0.519,1.083
"{14,18,26}",{32},0.100,0.431,1.044
"{14,18,26}",{4},0.103,0.444,1.119
"{14,18,26}",{49},0.101,0.434,1.116
"{14,18,26}","{34,30}",0.105,0.451,1.226
"{14,18,26}","{34,19}",0.100,0.431,1.198
"{34,26}",{14},0.207,0.766,1.069
"{34,26}",{18},0.203,0.751,1.066
"{34,26}",{30},0.163,0.606,1.077
"{34,26}",{19},0.156,0.578,1.071
"{34,26}",{6},0.149,0.552,1.046
"{34,26}",{1},0.149,0.553,1.064
"{34,26}",{16},0.149,0.552,1.076
"{34,26}",{48},0.135,0.502,1.049
"{34,26}",{32},0.119,0.442,1.070
"{34,26}",{4},0.120,0.444,1.120
"{34,26}",{49},0.108,0.401,1.032
"{34,26}",{44},0.106,0.394,1.055
"{34,26}",{46},0.109,0.406,1.090
"{34,26}",{12},0.103,0.382,1.047
"{34,26}",{28},0.100,0.371,1.085
"{34,26}","{14,18}",0.163,0.606,1.150
"{34,26}","{14,30}",0.129,0.480,1.140
"{34,26}","{18,30}",0.125,0.465,1.173
"{34,26}","{14,18,30}",0.105,0.389,1.255
"{34,26}","{14,19}",0.123,0.455,1.140
"{34,26}","{18,19}",0.122,0.453,1.133
"{34,26}","{14,18,19}",0.100,0.371,1.215
"{34,26}","{14,6}",0.114,0.425,1.095
"{34,26}","{18,6}",0.113,0.420,1.099
"{34,26}","{14,1}",0.118,0.437,1.144
"{34,26}","{18,1}",0.117,0.433,1.119
"{34,26}","{14,16}",0.119,0.441,1.160
"{34,26}","{18,16}",0.116,0.429,1.165
"{34,26}","{14,48}",0.108,0.401,1.126
"{34,26}","{18,48}",0.104,0.385,1.107
"{14,34,26}",{18},0.163,0.792,1.123
"{14,34,26}",{30},0.129,0.627,1.113
"{14,34,26}",{19},0.123,0.595,1.102
"{14,34,26}",{6},0.114,0.554,1.050
"{14,34,26}",{1},0.118,0.570,1.097
"{14,34,26}",{16},0.119,0.575,1.121
"{14,34,26}",{48},0.108,0.523,1.093
"{14,34,26}","{18,30}",0.105,0.507,1.279
"{14,34,26}","{18,19}",0.100,0.485,1.212
"{14,18,34,26}",{30},0.105,0.641,1.138
"{14,18,34,26}",{19},0.100,0.612,1.135
"{18,34,26}",{14},0.163,0.807,1.126
"{18,34,26}",{30},0.125,0.619,1.100
"{18,34,26}",{19},0.122,0.603,1.118
"{18,34,26}",{6},0.113,0.558,1.059
"{18,34,26}",{1},0.117,0.577,1.109
"{18,34,26}",{16},0.116,0.572,1.114
"{18,34,26}",{48},0.104,0.512,1.070
"{18,34,26}","{14,30}",0.105,0.517,1.228
"{18,34,26}","{14,19}",0.100,0.494,1.237
"{30,26}",{14},0.188,0.767,1.070
"{30,26}",{18},0.179,0.731,1.037
"{30,26}",{34},0.163,0.668,1.043
"{30,26}",{19},0.140,0.572,1.059
"{30,26}",{6},0.131,0.538,1.019
"{30,26}",{1},0.136,0.557,1.071
"{30,26}",{16},0.131,0.535,1.042
"{30,26}",{48},0.126,0.514,1.074
"{30,26}",{32},0.103,0.420,1.018
"{30,26}",{4},0.110,0.452,1.138
"{30,26}",{49},0.103,0.422,1.084
"{30,26}",{46},0.102,0.417,1.121
"{30,26}","{14,18}",0.145,0.592,1.123
"{30,26}","{14,34}",0.129,0.529,1.115
"{30,26}","{18,34}",0.125,0.513,1.100
"{30,26}","{14,18,34}",0.105,0.428,1.189
"{30,26}","{14,19}",0.108,0.443,1.110
"{30,26}","{18,19}",0.107,0.439,1.099
"{30,26}","{14,6}",0.104,0.426,1.098
"{30,26}","{14,1}",0.107,0.439,1.150
"{30,26}","{18,1}",0.102,0.416,1.075
"{30,26}","{14,16}",0.104,0.427,1.125
"{14,30,26}",{18},0.145,0.772,1.095
"{14,30,26}",{34},0.129,0.690,1.078
"{14,30,26}",{19},0.108,0.578,1.072
"{14,30,26}",{6},0.104,0.555,1.052
"{14,30,26}",{1},0.107,0.573,1.102
"{14,30,26}",{16},0.104,0.557,1.085
"{14,30,26}","{18,34}",0.105,0.559,1.198
"{14,18,30,26}",{34},0.105,0.724,1.129
"{14,34,30,26}",{18},0.105,0.809,1.148
"{18,30,26}",{14},0.145,0.810,1.130
"{18,30,26}",{34},0.125,0.701,1.095
"{18,30,26}",{19},0.107,0.601,1.113
"{18,30,26}",{1},0.102,0.569,1.095
"{18,30,26}","{14,34}",0.105,0.586,1.234
"{18,34,30,26}",{14},0.105,0.835,1.165
"{34,30,26}",{14},0.129,0.792,1.105
"{34,30,26}",{18},0.125,0.767,1.088
"{34,30,26}","{14,18}",0.105,0.641,1.216
"{6,26}",{14},0.167,0.753,1.051
"{6,26}",{18},0.164,0.741,1.051
"{6,26}",{34},0.149,0.672,1.048
"{6,26}",{30},0.131,0.593,1.054
"{6,26}",{19},0.127,0.572,1.061
"{6,26}",{1},0.120,0.544,1.046
"{6,26}",{16},0.120,0.542,1.056
"{6,26}",{48},0.110,0.498,1.041
"{6,26}",{32},0.100,0.452,1.095
"{6,26}",{4},0.101,0.455,1.146
"{6,26}","{14,18}",0.128,0.578,1.097
"{6,26}","{14,34}",0.114,0.517,1.088
"{6,26}","{18,34}",0.113,0.511,1.094
"{6,26}","{14,30}",0.104,0.470,1.116
"{14,6,26}",{18},0.128,0.768,1.089
"{14,6,26}",{34},0.114,0.686,1.071
"{14,6,26}",{30},0.104,0.624,1.108
"{18,6,26}",{14},0.128,0.780,1.089
"{18,6,26}",{34},0.113,0.689,1.076
"{34,6,26}",{14},0.114,0.769,1.073
"{34,6,26}",{18},0.113,0.760,1.078
"{30,6,26}",{14},0.104,0.792,1.105
"{16,26}",{14},0.172,0.773,1.078
"{16,26}",{18},0.167,0.753,1.069
"{16,26}",{34},0.149,0.671,1.047
"{16,26}",{30},0.131,0.589,1.047
"{16,26}",{19},0.127,0.574,1.065
"{16,26}",{6},0.120,0.541,1.026
"{16,26}",{1},0.124,0.559,1.076
"{16,26}",{48},0.110,0.495,1.033
"{16,26}","{14,18}",0.134,0.603,1.144
"{16,26}","{14,34}",0.119,0.535,1.127
"{16,26}","{18,34}",0.116,0.522,1.119
"{16,26}","{14,30}",0.104,0.471,1.118
"{14,16,26}",{18},0.134,0.780,1.107
"{14,16,26}",{34},0.119,0.693,1.081
"{14,16,26}",{30},0.104,0.609,1.081
"{18,16,26}",{14},0.134,0.800,1.117
"{18,16,26}",{34},0.116,0.693,1.081
"{34,16,26}",{14},0.119,0.798,1.114
"{34,16,26}",{18},0.116,0.778,1.104
"{30,16,26}",{14},0.104,0.798,1.114
"{19,26}",{14},0.176,0.756,1.055
"{19,26}",{18},0.176,0.755,1.070
"{19,26}",{34},0.156,0.670,1.046
"{19,26}",{30},0.140,0.601,1.067
"{19,26}",{6},0.127,0.545,1.033
"{19,26}",{1},0.125,0.537,1.032
"{19,26}",{16},0.127,0.548,1.068
"{19,26}",{48},0.119,0.514,1.073
"{19,26}",{4},0.105,0.452,1.139
"{19,26}",{49},0.100,0.430,1.107
"{19,26}","{14,18}",0.139,0.598,1.135
"{19,26}","{14,34}",0.123,0.528,1.112
"{19,26}","{18,34}",0.122,0.525,1.126
"{19,26}","{14,18,34}",0.100,0.430,1.194
"{19,26}","{14,30}",0.108,0.466,1.107
"{19,26}","{18,30}",0.107,0.462,1.164
"{14,19,26}",{18},0.139,0.791,1.122
"{14,19,26}",{34},0.123,0.698,1.090
"{14,19,26}",{30},0.108,0.617,1.095
"{14,19,26}","{18,34}",0.100,0.569,1.220
"{14,34,19,26}",{18},0.100,0.815,1.156
"{34,19,26}",{14},0.123,0.788,1.099
"{34,19,26}",{18},0.122,0.784,1.112
"{34,19,26}","{14,18}",0.100,0.642,1.219
"{30,19,26}",{14},0.108,0.776,1.082
"{30,19,26}",{18},0.107,0.768,1.090
"{14,18,19,26}",{34},0.100,0.719,1.123
"{18,19,26}",{14},0.139,0.793,1.106
"{18,19,26}",{34},0.122,0.696,1.086
"{18,19,26}",{30},0.107,0.612,1.087
"{18,19,26}","{14,34}",0.100,0.570,1.201
"{18,34,19,26}",{14},0.100,0.820,1.144
"{1,26}",{14},0.165,0.761,1.061
"{1,26}",{18},0.165,0.758,1.075
"{1,26}",{34},0.149,0.686,1.070
"{1,26}",{30},0.136,0.626,1.111
"{1,26}",{19},0.125,0.574,1.063
"{1,26}",{6},0.120,0.554,1.050
"{1,26}",{16},0.124,0.571,1.112
"{1,26}",{48},0.110,0.508,1.060
"{1,26}","{14,18}",0.131,0.603,1.143
"{1,26}","{14,34}",0.118,0.541,1.140
"{1,26}","{18,34}",0.117,0.537,1.151
"{1,26}","{14,30}",0.107,0.494,1.173
"{1,26}","{18,30}",0.102,0.468,1.179
"{14,1,26}",{18},0.131,0.792,1.124
"{14,1,26}",{34},0.118,0.712,1.111
"{14,1,26}",{30},0.107,0.649,1.153
"{34,1,26}",{14},0.118,0.790,1.102
"{34,1,26}",{18},0.117,0.783,1.111
"{30,1,26}",{14},0.107,0.789,1.101
"{30,1,26}",{18},0.102,0.748,1.060
"{18,1,26}",{14},0.131,0.796,1.110
"{18,1,26}",{34},0.117,0.709,1.106
"{18,1,26}",{30},0.102,0.617,1.096
"{48,26}",{14},0.156,0.764,1.066
"{48,26}",{18},0.152,0.743,1.053
"{48,26}",{34},0.135,0.661,1.032
"{48,26}",{30},0.126,0.614,1.090
"{48,26}",{19},0.119,0.583,1.081
"{48,26}",{6},0.110,0.539,1.022
"{48,26}",{1},0.110,0.539,1.037
"{48,26}",{16},0.110,0.536,1.044
"{48,26}","{14,18}",0.120,0.588,1.115
"{48,26}","{14,34}",0.108,0.528,1.111
"{48,26}","{18,34}",0.104,0.507,1.086
"{14,48,26}",{18},0.120,0.770,1.092
"{14,48,26}",{34},0.108,0.691,1.078
"{34,48,26}",{14},0.108,0.798,1.113
"{34,48,26}",{18},0.104,0.766,1.086
"{18,48,26}",{14},0.120,0.792,1.105
"{18,48,26}",{34},0.104,0.682,1.065
"{32,26}",{14},0.125,0.735,1.025
"{32,26}",{18},0.128,0.754,1.070
"{32,26}",{34},0.119,0.701,1.095
"{32,26}",{30},0.103,0.605,1.074
"{32,26}",{6},0.100,0.589,1.117
"{32,26}","{14,18}",0.100,0.589,1.118
"{14,32,26}",{18},0.100,0.802,1.138
"{18,32,26}",{14},0.100,0.781,1.090
"{14,4}",{18},0.220,0.761,1.079
"{14,4}",{34},0.201,0.694,1.083
"{14,4}",{30},0.184,0.636,1.130
"{14,4}",{19},0.173,0.598,1.109
"{14,4}",{6},0.164,0.567,1.075
"{14,4}",{1},0.159,0.551,1.060
"{14,4}",{16},0.153,0.530,1.033
"{14,4}",{48},0.148,0.514,1.073
"{14,4}",{32},0.124,0.431,1.044
"{14,4}",{26},0.129,0.448,1.086
"{14,4}",{49},0.121,0.420,1.081
"{14,4}",{44},0.121,0.420,1.127
"{14,4}",{46},0.120,0.417,1.119
"{14,4}",{12},0.120,0.417,1.141
"{14,4}",{28},0.103,0.358,1.046
"{14,4}",{42},0.102,0.353,1.114
"{14,4}",{21},0.101,0.351,1.145
"{14,4}","{18,34}",0.158,0.547,1.173
"{14,4}","{18,30}",0.138,0.477,1.202
"{14,4}","{34,30}",0.129,0.446,1.211
"{14,4}","{18,34,30}",0.100,0.346,1.285
"{14,4}","{18,19}",0.136,0.470,1.176
"{14,4}","{34,19}",0.124,0.430,1.194
"{14,4}","{30,19}",0.109,0.379,1.197
"{14,4}","{18,6}",0.124,0.431,1.128
"{14,4}","{34,6}",0.116,0.402,1.140
"{14,4}","{30,6}",0.108,0.373,1.216
"{14,4}","{18,1}",0.125,0.433,1.119
"{14,4}","{34,1}",0.115,0.398,1.132
"{14,4}","{30,1}",0.109,0.379,1.222
"{14,4}","{18,16}",0.118,0.410,1.112
"{14,4}","{34,16}",0.108,0.375,1.129
"{14,4}","{18,48}",0.115,0.400,1.149
"{14,4}","{34,48}",0.108,0.375,1.186
"{14,4}","{18,26}",0.103,0.357,1.192
"{18,4}",{14},0.220,0.757,1.057
"{18,4}",{34},0.205,0.705,1.100
"{18,4}",{30},0.173,0.594,1.055
"{18,4}",{19},0.173,0.597,1.106
"{18,4}",{6},0.166,0.574,1.087
"{18,4}",{1},0.163,0.563,1.083
"{18,4}",{16},0.153,0.529,1.030
"{18,4}",{48},0.148,0.511,1.068
"{18,4}",{32},0.127,0.437,1.058
"{18,4}",{26},0.130,0.449,1.090
"{18,4}",{49},0.118,0.408,1.050
"{18,4}",{44},0.119,0.409,1.097
"{18,4}",{46},0.121,0.418,1.124
"{18,4}",{12},0.122,0.422,1.155
"{18,4}",{28},0.101,0.348,1.017
"{18,4}","{14,34}",0.158,0.545,1.147
"{18,4}","{14,30}",0.138,0.475,1.127
"{18,4}","{34,30}",0.124,0.429,1.165
"{18,4}","{14,34,30}",0.100,0.345,1.222
"{18,4}","{14,19}",0.136,0.468,1.171
"{18,4}","{34,19}",0.123,0.424,1.179
"{18,4}","{30,19}",0.105,0.362,1.145
"{18,4}","{14,6}",0.124,0.429,1.106
"{18,4}","{34,6}",0.122,0.421,1.194
"{18,4}","{30,6}",0.102,0.352,1.147
"{18,4}","{14,1}",0.125,0.431,1.128
"{18,4}","{34,1}",0.120,0.413,1.172
"{18,4}","{30,1}",0.102,0.352,1.135
"{18,4}","{14,16}",0.118,0.408,1.075
"{18,4}","{34,16}",0.110,0.378,1.138
"{18,4}","{14,48}",0.115,0.398,1.117
"{18,4}","{34,48}",0.109,0.376,1.188
"{18,4}","{14,26}",0.103,0.355,1.163
"{14,18,4}",{34},0.158,0.719,1.123
"{14,18,4}",{30},0.138,0.627,1.113
"{14,18,4}",{19},0.136,0.618,1.145
"{14,18,4}",{6},0.124,0.566,1.073
"{14,18,4}",{1},0.125,0.569,1.095
"{14,18,4}",{16},0.118,0.539,1.050
"{14,18,4}",{48},0.115,0.525,1.097
"{14,18,4}",{26},0.103,0.469,1.137
"{14,18,4}","{34,30}",0.100,0.455,1.237
"{34,4}",{14},0.201,0.745,1.039
"{34,4}",{18},0.205,0.760,1.077
"{34,4}",{30},0.167,0.621,1.102
"{34,4}",{19},0.161,0.597,1.107
"{34,4}",{6},0.157,0.585,1.109
"{34,4}",{1},0.153,0.568,1.092
"{34,4}",{16},0.142,0.528,1.029
"{34,4}",{48},0.139,0.518,1.082
"{34,4}",{32},0.119,0.441,1.069
"{34,4}",{26},0.120,0.445,1.079
"{34,4}",{49},0.112,0.418,1.074
"{34,4}",{44},0.109,0.405,1.086
"{34,4}",{46},0.114,0.423,1.135
"{34,4}",{12},0.104,0.388,1.062
"{34,4}","{14,18}",0.158,0.587,1.114
"{34,4}","{14,30}",0.129,0.478,1.136
"{34,4}","{18,30}",0.124,0.462,1.165
"{34,4}","{14,18,30}",0.100,0.372,1.201
"{34,4}","{14,19}",0.124,0.461,1.154
"{34,4}","{18,19}",0.123,0.457,1.144
"{34,4}","{30,19}",0.100,0.373,1.179
"{34,4}","{14,6}",0.116,0.431,1.112
"{34,4}","{18,6}",0.122,0.454,1.188
"{34,4}","{30,6}",0.100,0.372,1.212
"{34,4}","{14,1}",0.115,0.428,1.119
"{34,4}","{18,1}",0.120,0.445,1.149
"{34,4}","{30,1}",0.101,0.377,1.215
"{34,4}","{14,16}",0.108,0.403,1.061
"{34,4}","{18,16}",0.110,0.408,1.106
"{34,4}","{14,48}",0.108,0.403,1.131
"{34,4}","{18,48}",0.109,0.405,1.165
"{14,34,4}",{18},0.158,0.789,1.119
"{14,34,4}",{30},0.129,0.642,1.140
"{14,34,4}",{19},0.124,0.619,1.147
"{14,34,4}",{6},0.116,0.579,1.098
"{14,34,4}",{1},0.115,0.574,1.104
"{14,34,4}",{16},0.108,0.541,1.054
"{14,34,4}",{48},0.108,0.541,1.129
"{14,34,4}","{18,30}",0.100,0.499,1.258
"{14,18,34,4}",{30},0.100,0.633,1.124
"{18,34,4}",{14},0.158,0.773,1.079
"{18,34,4}",{30},0.124,0.608,1.080
"{18,34,4}",{19},0.123,0.602,1.116
"{18,34,4}",{6},0.122,0.597,1.132
"{18,34,4}",{1},0.120,0.586,1.127
"{18,34,4}",{16},0.110,0.537,1.046
"{18,34,4}",{48},0.109,0.533,1.114
"{18,34,4}","{14,30}",0.100,0.489,1.162
"{30,4}",{14},0.184,0.761,1.062
"{30,4}",{18},0.173,0.714,1.013
"{30,4}",{34},0.167,0.692,1.080
"{30,4}",{19},0.139,0.577,1.070
"{30,4}",{6},0.140,0.581,1.102
"{30,4}",{1},0.140,0.579,1.113
"{30,4}",{16},0.126,0.523,1.020
"{30,4}",{48},0.123,0.508,1.062
"{30,4}",{32},0.104,0.430,1.041
"{30,4}",{26},0.110,0.457,1.109
"{30,4}",{49},0.103,0.428,1.101
"{30,4}",{44},0.100,0.414,1.111
"{30,4}",{46},0.101,0.417,1.120
"{30,4}","{14,18}",0.138,0.570,1.082
"{30,4}","{14,34}",0.129,0.533,1.123
"{30,4}","{18,34}",0.124,0.515,1.104
"{30,4}","{14,18,34}",0.100,0.414,1.150
"{30,4}","{14,19}",0.109,0.453,1.134
"{30,4}","{18,19}",0.105,0.435,1.088
"{30,4}","{34,19}",0.100,0.416,1.156
"{30,4}","{14,6}",0.108,0.446,1.151
"{30,4}","{18,6}",0.102,0.423,1.107
"{30,4}","{34,6}",0.100,0.414,1.176
"{30,4}","{14,1}",0.109,0.453,1.186
"{30,4}","{18,1}",0.102,0.423,1.092
"{30,4}","{34,1}",0.101,0.420,1.193
"{14,30,4}",{18},0.138,0.750,1.063
"{14,30,4}",{34},0.129,0.701,1.094
"{14,30,4}",{19},0.109,0.595,1.103
"{14,30,4}",{6},0.108,0.586,1.111
"{14,30,4}",{1},0.109,0.595,1.145
"{14,30,4}","{18,34}",0.100,0.544,1.167
"{14,18,30,4}",{34},0.100,0.726,1.134
"{14,34,30,4}",{18},0.100,0.777,1.102
"{18,30,4}",{14},0.138,0.799,1.115
"{18,30,4}",{34},0.124,0.721,1.126
"{18,30,4}",{19},0.105,0.609,1.129
"{18,30,4}",{6},0.102,0.592,1.122
"{18,30,4}",{1},0.102,0.592,1.139
"{18,30,4}","{14,34}",0.100,0.580,1.222
"{18,34,30,4}",{14},0.100,0.804,1.122
"{34,30,4}",{14},0.129,0.770,1.075
"{34,30,4}",{18},0.124,0.745,1.056
"{34,30,4}",{19},0.100,0.601,1.114
"{34,30,4}",{6},0.100,0.599,1.135
"{34,30,4}",{1},0.101,0.607,1.167
"{34,30,4}","{14,18}",0.100,0.599,1.136
"{19,4}",{14},0.173,0.757,1.057
"{19,4}",{18},0.173,0.759,1.076
"{19,4}",{34},0.161,0.705,1.100
"{19,4}",{30},0.139,0.611,1.085
"{19,4}",{6},0.132,0.580,1.100
"{19,4}",{1},0.124,0.542,1.043
"{19,4}",{16},0.123,0.541,1.054
"{19,4}",{48},0.116,0.507,1.060
"{19,4}",{26},0.105,0.461,1.117
"{19,4}","{14,18}",0.136,0.595,1.129
"{19,4}","{14,34}",0.124,0.544,1.145
"{19,4}","{18,34}",0.123,0.539,1.157
"{19,4}","{14,30}",0.109,0.480,1.139
"{19,4}","{18,30}",0.105,0.461,1.161
"{19,4}","{34,30}",0.100,0.440,1.196
"{14,19,4}",{18},0.136,0.786,1.114
"{14,19,4}",{34},0.124,0.718,1.121
"{14,19,4}",{30},0.109,0.633,1.124
"{18,19,4}",{14},0.136,0.784,1.094
"{18,19,4}",{34},0.123,0.711,1.110
"{18,19,4}",{30},0.105,0.607,1.078
"{34,19,4}",{14},0.124,0.772,1.077
"{34,19,4}",{18},0.123,0.766,1.086
"{34,19,4}",{30},0.100,0.624,1.109
"{30,19,4}",{14},0.109,0.785,1.095
"{30,19,4}",{18},0.105,0.754,1.069
"{30,19,4}",{34},0.100,0.720,1.124
"{6,4}",{14},0.164,0.732,1.021
"{6,4}",{18},0.166,0.744,1.055
"{6,4}",{34},0.157,0.703,1.098
"{6,4}",{30},0.140,0.627,1.114
"{6,4}",{19},0.132,0.592,1.097
"{6,4}",{1},0.126,0.565,1.087
"{6,4}",{16},0.120,0.535,1.043
"{6,4}",{48},0.112,0.499,1.043
"{6,4}",{32},0.102,0.455,1.101
"{6,4}",{26},0.101,0.450,1.091
"{6,4}","{14,18}",0.124,0.556,1.054
"{6,4}","{14,34}",0.116,0.519,1.092
"{6,4}","{18,34}",0.122,0.545,1.169
"{6,4}","{14,30}",0.108,0.481,1.143
"{6,4}","{18,30}",0.102,0.456,1.149
"{6,4}","{34,30}",0.100,0.447,1.215
"{14,6,4}",{18},0.124,0.760,1.077
"{14,6,4}",{34},0.116,0.709,1.106
"{14,6,4}",{30},0.108,0.658,1.168
"{18,6,4}",{14},0.124,0.747,1.043
"{18,6,4}",{34},0.122,0.733,1.145
"{18,6,4}",{30},0.102,0.613,1.089
"{34,6,4}",{14},0.116,0.737,1.029
"{34,6,4}",{18},0.122,0.775,1.100
"{34,6,4}",{30},0.100,0.636,1.128
"{30,6,4}",{14},0.108,0.767,1.070
"{30,6,4}",{18},0.102,0.727,1.031
"{30,6,4}",{34},0.100,0.713,1.112
"{1,4}",{14},0.159,0.745,1.040
"{1,4}",{18},0.163,0.766,1.086
"{1,4}",{34},0.153,0.716,1.117
"{1,4}",{30},0.140,0.655,1.162
"{1,4}",{19},0.124,0.580,1.074
"{1,4}",{6},0.126,0.592,1.123
"{1,4}",{16},0.112,0.523,1.020
"{1,4}",{48},0.109,0.513,1.070
"{1,4}","{14,18}",0.125,0.586,1.111
"{1,4}","{14,34}",0.115,0.539,1.135
"{1,4}","{18,34}",0.120,0.561,1.203
"{1,4}","{14,30}",0.109,0.513,1.217
"{1,4}","{18,30}",0.102,0.478,1.205
"{1,4}","{34,30}",0.101,0.475,1.291
"{14,1,4}",{18},0.125,0.786,1.115
"{14,1,4}",{34},0.115,0.723,1.129
"{14,1,4}",{30},0.109,0.688,1.221
"{18,1,4}",{14},0.125,0.765,1.068
"{18,1,4}",{34},0.120,0.733,1.144
"{18,1,4}",{30},0.102,0.624,1.109
"{34,1,4}",{14},0.115,0.753,1.051
"{34,1,4}",{18},0.120,0.784,1.112
"{34,1,4}",{30},0.101,0.664,1.178
"{30,1,4}",{14},0.109,0.783,1.092
"{30,1,4}",{18},0.102,0.730,1.036
"{30,1,4}",{34},0.101,0.726,1.133
"{48,4}",{14},0.148,0.753,1.051
"{48,4}",{18},0.148,0.753,1.068
"{48,4}",{34},0.139,0.707,1.104
"{48,4}",{30},0.123,0.623,1.106
"{48,4}",{19},0.116,0.587,1.088
"{48,4}",{6},0.112,0.567,1.075
"{48,4}",{1},0.109,0.555,1.068
"{48,4}",{16},0.103,0.521,1.016
"{48,4}","{14,18}",0.115,0.585,1.110
"{48,4}","{14,34}",0.108,0.550,1.158
"{48,4}","{18,34}",0.109,0.553,1.186
"{14,48,4}",{18},0.115,0.778,1.103
"{14,48,4}",{34},0.108,0.730,1.140
"{18,48,4}",{14},0.115,0.778,1.085
"{18,48,4}",{34},0.109,0.735,1.147
"{34,48,4}",{14},0.108,0.778,1.085
"{34,48,4}",{18},0.109,0.782,1.110
"{32,4}",{14},0.124,0.739,1.031
"{32,4}",{18},0.127,0.752,1.067
"{32,4}",{34},0.119,0.705,1.100
"{32,4}",{30},0.104,0.616,1.093
"{32,4}",{6},0.102,0.604,1.145
"{26,4}",{14},0.129,0.755,1.053
"{26,4}",{18},0.130,0.761,1.079
"{26,4}",{34},0.120,0.698,1.090
"{26,4}",{30},0.110,0.644,1.143
"{26,4}",{19},0.105,0.613,1.136
"{26,4}",{6},0.101,0.588,1.114
"{26,4}","{14,18}",0.103,0.601,1.140
"{14,26,4}",{18},0.103,0.796,1.130
"{18,26,4}",{14},0.103,0.790,1.103
"{16,4}",{14},0.153,0.750,1.046
"{16,4}",{18},0.153,0.752,1.066
"{16,4}",{34},0.142,0.696,1.087
"{16,4}",{30},0.126,0.619,1.100
"{16,4}",{19},0.123,0.605,1.121
"{16,4}",{6},0.120,0.587,1.112
"{16,4}",{1},0.112,0.547,1.053
"{16,4}",{48},0.103,0.503,1.051
"{16,4}","{14,18}",0.118,0.580,1.100
"{16,4}","{14,34}",0.108,0.531,1.118
"{16,4}","{18,34}",0.110,0.538,1.152
"{14,16,4}",{18},0.118,0.773,1.097
"{14,16,4}",{34},0.108,0.708,1.105
"{18,16,4}",{14},0.118,0.772,1.077
"{18,16,4}",{34},0.110,0.715,1.116
"{34,16,4}",{14},0.108,0.763,1.064
"{34,16,4}",{18},0.110,0.772,1.095
"{14,49}",{18},0.219,0.759,1.076
"{14,49}",{34},0.192,0.665,1.038
"{14,49}",{30},0.178,0.614,1.091
"{14,49}",{19},0.171,0.591,1.096
"{14,49}",{6},0.164,0.568,1.077
"{14,49}",{1},0.155,0.536,1.031
"{14,49}",{16},0.159,0.550,1.071
"{14,49}",{48},0.146,0.507,1.059
"{14,49}",{32},0.129,0.448,1.086
"{14,49}",{26},0.129,0.446,1.081
"{14,49}",{4},0.121,0.420,1.059
"{14,49}",{44},0.110,0.380,1.018
"{14,49}",{46},0.114,0.394,1.057
"{14,49}",{12},0.117,0.405,1.109
"{14,49}",{28},0.102,0.353,1.032
"{14,49}",{39},0.102,0.352,1.115
"{14,49}","{18,34}",0.150,0.518,1.111
"{14,49}","{18,30}",0.133,0.460,1.158
"{14,49}","{34,30}",0.118,0.408,1.108
"{14,49}","{18,19}",0.134,0.464,1.161
"{14,49}","{34,19}",0.118,0.410,1.140
"{14,49}","{30,19}",0.110,0.381,1.205
"{14,49}","{18,6}",0.128,0.442,1.159
"{14,49}","{34,6}",0.115,0.397,1.127
"{14,49}","{30,6}",0.107,0.370,1.205
"{14,49}","{18,1}",0.120,0.417,1.077
"{14,49}","{34,1}",0.106,0.367,1.043
"{14,49}","{30,1}",0.103,0.357,1.151
"{14,49}","{18,16}",0.124,0.428,1.162
"{14,49}","{34,16}",0.108,0.373,1.122
"{14,49}","{18,48}",0.112,0.389,1.119
"{14,49}","{34,48}",0.101,0.350,1.106
"{14,49}","{18,32}",0.104,0.360,1.187
"{14,49}","{18,26}",0.101,0.349,1.165
"{18,49}",{14},0.219,0.775,1.081
"{18,49}",{34},0.188,0.664,1.036
"{18,49}",{30},0.166,0.586,1.041
"{18,49}",{19},0.169,0.597,1.106
"{18,49}",{6},0.163,0.578,1.095
"{18,49}",{1},0.154,0.545,1.048
"{18,49}",{16},0.159,0.562,1.096
"{18,49}",{48},0.140,0.496,1.037
"{18,49}",{32},0.132,0.468,1.134
"{18,49}",{26},0.123,0.436,1.058
"{18,49}",{4},0.118,0.419,1.055
"{18,49}",{44},0.108,0.383,1.027
"{18,49}",{46},0.114,0.403,1.083
"{18,49}",{12},0.110,0.390,1.068
"{18,49}",{28},0.102,0.360,1.051
"{18,49}","{14,34}",0.150,0.529,1.115
"{18,49}","{14,30}",0.133,0.469,1.115
"{18,49}","{34,30}",0.110,0.390,1.061
"{18,49}","{14,19}",0.134,0.474,1.187
"{18,49}","{34,19}",0.115,0.408,1.134
"{18,49}","{30,19}",0.105,0.373,1.178
"{18,49}","{14,6}",0.128,0.452,1.165
"{18,49}","{34,6}",0.114,0.404,1.148
"{18,49}","{14,1}",0.120,0.426,1.114
"{18,49}","{34,1}",0.106,0.375,1.065
"{18,49}","{14,16}",0.124,0.438,1.152
"{18,49}","{34,16}",0.106,0.376,1.132
"{18,49}","{14,48}",0.112,0.397,1.116
"{18,49}","{14,32}",0.104,0.368,1.229
"{18,49}","{14,26}",0.101,0.356,1.166
"{14,18,49}",{34},0.150,0.683,1.067
"{14,18,49}",{30},0.133,0.606,1.076
"{14,18,49}",{19},0.134,0.612,1.134
"{14,18,49}",{6},0.128,0.583,1.105
"{14,18,49}",{1},0.120,0.549,1.057
